Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
AZNCF,128.1,14-11-2023,13:18 EST,3.350006,125.8,128.15,125.8,2000,20231114,128.1,1,0,,,
YUM,127.625,14-11-2023,14:36 EST,2.3150024,126.04,127.76,126.055,615522,20231114,127.625,1,0,,,
CCF,127.49,14-11-2023,14:21 EST,0.049995422,127.49,127.51,127.48,189894,20231114,127.49,1,0,,,
ATR,127.42,14-11-2023,14:36 EST,2.8899994,125.95,127.86,125.31,96132,20231114,127.42,1,0,,,
HRI,127.1,14-11-2023,14:36 EST,8.330002,124.4,127.6,124.33,129404,20231114,127.1,1,0,,,
QCOM,126.83,14-11-2023,14:36 EST,2.9800034,127.34,128.22,126.08,7011539,20231114,126.83,1,0,,,
PNC,126.61,14-11-2023,14:36 EST,7.010002,122.75,127.05,122.7499,1642137,20231114,126.61,1,0,,,
VLO,126.21,14-11-2023,14:36 EST,1.9400024,124.91,127.05,124.74,1552723,20231114,126.21,1,0,,,
CABJF,125.8,14-11-2023,11:46 EST,9.600105,123.55,126,119.25,1049,20231114,125.8,1,0,,,
CEG,125.63,14-11-2023,14:36 EST,3.909996,124.05,125.83,123.39,670785,20231114,125.63,1,0,,,
CE,125.585,14-11-2023,14:36 EST,7.7350006,119.78,125.835,119.78,470007,20231114,125.585,1,0,,,
ALB,125.34,14-11-2023,14:36 EST,11.149994,118.75,126.32,118.89,2706025,20231114,125.34,1,0,,,
ABNB,125.33,14-11-2023,14:36 EST,6.1800003,122.355,126.14,121.51,5546120,20231114,125.33,1,0,,,
JAZZ,125.175,14-11-2023,14:36 EST,3.175003,124.06,125.37,122.6647,552131,20231114,125.175,1,0,,,
BCPC,124.85,14-11-2023,14:30 EST,6.0699997,122.2,125.15,122.2,32987,20231114,124.85,1,0,,,
ROST,124.75,14-11-2023,14:36 EST,2.3899994,124,125.86,123.86,1131060,20231114,124.75,1,0,,,
EOG,124.71,14-11-2023,14:35 EST,1.6500015,123.9,125.06,123.15,1198528,20231114,124.71,1,0,,,
ARW,124.67,14-11-2023,14:35 EST,5.489998,122.1,124.74,121.775,288412,20231114,124.67,1,0,,,
LGIH,124.645,14-11-2023,14:36 EST,12.454994,118.06,124.945,118.06,191374,20231114,124.645,1,0,,,
GTLS,124.5775,14-11-2023,14:36 EST,10.177498,118.71,126.11,118.93,422200,20231114,124.5775,1,0,,,
MIDD,124.405,14-11-2023,14:36 EST,5.6049957,121.8,124.55,118.33,292465,20231114,124.405,1,0,,,
MTB,123.6,14-11-2023,14:36 EST,6.739998,119.98,125.71,118.83,720396,20231114,123.6,1,0,,,
CFRHF,123.51,14-11-2023,09:57 EST,-0.5325012,121.912,123.51,121.9125,942,20231114,123.51,1,0,,,
EXPE,123.005,14-11-2023,14:36 EST,4.524994,121.515,123.94,120.92,1309911,20231114,123.005,1,0,,,
EL,122.94,14-11-2023,14:36 EST,9.209999,116.49,123.62,115.05,2761755,20231114,122.94,1,0,,,
CHDN,122.92,14-11-2023,14:36 EST,4.6500015,121.14,122.92,120.9787,126350,20231114,122.92,1,0,,,
WNGRF,122.64,14-11-2023,13:16 EST,3.2699966,121,122.85,121,322,20231114,122.64,1,0,,,
GMWKF,122.62,10-11-2023,13:28 EST,0,132.75,122.62,122.62,61,20231114,122.62,1,0,,,
WKCMF,122.48,02-11-2023,11:40 EDT,0,120.48,122.48,122.48,55,20231114,122.48,1,0,,,
HALFF,122,14-11-2023,11:53 EST,4.6299973,122,122,122,1604,20231114,122,1,0,,,
ARCB,121.9,14-11-2023,14:32 EST,5.4000015,119.83,122.07,119.31,98651,20231114,121.9,1,0,,,
FNV,121.435,14-11-2023,14:36 EST,3.5149994,120.23,121.825,119.8128,360877,20231114,121.435,1,0,,,
DG,121.3,14-11-2023,14:36 EST,3.9100037,118.25,122.48,118.26,1479172,20231114,121.3,1,0,,,
KMB,121.175,14-11-2023,14:36 EST,-0.04499817,121.39,122.0191,120.93,549519,20231114,121.175,1,0,,,
MYRG,120.61,14-11-2023,14:31 EST,5.5699997,118.44,120.98,117.33,49796,20231114,120.61,1,0,,,
BAP,120.57,14-11-2023,14:36 EST,4.1500015,118.87,120.97,117.15,147719,20231114,120.57,1,0,,,
RL,120.32,14-11-2023,14:36 EST,4.959999,117.2,120.96,117.07,425755,20231114,120.32,1,0,,,
WMS,120.1,14-11-2023,14:36 EST,6.619995,117.17,120.79,117.3869,325838,20231114,120.1,1,0,,,
VC,120.08,14-11-2023,14:36 EST,7.25,116.3,120.64,116.3,232238,20231114,120.08,1,0,,,
GZPZF,120.01,29-08-2023,15:07 EDT,0,120.01,120.01,120.01,14,20231114,120.01,1,0,,,
AMD,119.775,14-11-2023,14:36 EST,2.9850006,119.7,122.11,119.22,47578226,20231114,119.775,1,0,,,
GRMN,119.03,14-11-2023,14:36 EST,2.5499954,117.3,119.58,117.3,281617,20231114,119.03,1,0,,,
EXPD,118.695,14-11-2023,14:35 EST,4.824997,115.7,118.75,115.44,611209,20231114,118.695,1,0,,,
OSIS,118.4,14-11-2023,14:30 EST,5.540001,115.52,118.4,114.17,64872,20231114,118.4,1,0,,,
GL,118.12,14-11-2023,14:35 EST,1.25,117.4,118.17,116.54,154971,20231114,118.12,1,0,,,
TFII,117.495,14-11-2023,14:36 EST,5.0750046,113.68,117.53,114.57,90731,20231114,117.495,1,0,,,
AGCO,117.47,14-11-2023,14:36 EST,3.5200043,116.23,117.99,115.68,303572,20231114,117.47,1,0,,,
GE,117.2724,14-11-2023,14:36 EST,1.7524033,116.5,117.3,115.5693,2436082,20231114,117.2724,1,0,,,
HRSEF,116.7599,06-11-2023,09:30 EST,0,116.76,116.76,116.76,400,20231114,116.7599,1,0,,,
RRX,116.68,14-11-2023,14:35 EST,7.1800003,112.1,117.37,111.33,610489,20231114,116.68,1,0,,,
NVMI,116.63,14-11-2023,14:32 EST,3.709999,115.68,117.345,115.19,74963,20231114,116.63,1,0,,,
HZNP,116.3,05-10-2023,16:00 EDT,0,116.34,116.3,116.3,0,20231114,116.3,1,0,,,
THG,116.25,14-11-2023,14:32 EST,2.2,114.56,116.25,113.87,156361,20231114,116.25,1,0,,,
SAIC,116.19,14-11-2023,14:36 EST,2.4100037,114.72,116.21,113.96,138450,20231114,116.19,1,0,,,
DLTR,116.13,14-11-2023,14:36 EST,3.869995,114.58,116.44,114.4401,895879,20231114,116.13,1,0,,,
WAB,116.12,14-11-2023,14:36 EST,3.1700058,114.54,116.16,113.93,353536,20231114,116.12,1,0,,,
ORCL,116.07,14-11-2023,14:36 EST,1.9199982,114.86,116.09,114.475,3967473,20231114,116.07,1,0,,,
HONT,116.01,14-11-2023,11:45 EST,0.6800003,116.01,116.01,116.01,180,20231114,116.01,1,0,,,
PAYX,115.765,14-11-2023,14:36 EST,1.284996,116.3,116.92,115.335,824959,20231114,115.765,1,0,,,
SITM,115.645,14-11-2023,14:35 EST,8.674995,112.54,116.4,112.41,153861,20231114,115.645,1,0,,,
COP,115.62,14-11-2023,14:36 EST,0.26000214,116,116.81,115.35,2856787,20231114,115.62,1,0,,,
MTRN,115.52,14-11-2023,14:33 EST,8.079994,112.14,116.375,111.51,62934,20231114,115.52,1,0,,,
LCII,115.455,14-11-2023,14:36 EST,6.584999,112.99,115.94,112.68,240927,20231114,115.455,1,0,,,
PSX,115.205,14-11-2023,14:36 EST,1.0550003,114.31,115.57,114.16,1266666,20231114,115.205,1,0,,,
CNI,114.915,14-11-2023,14:36 EST,2.375,114.27,114.94,113.32,696281,20231114,114.915,1,0,,,
DKS,113.685,14-11-2023,14:36 EST,3.2049942,112.5,116.27,111.67,896234,20231114,113.685,1,0,,,
NBIX,113.45,14-11-2023,14:36 EST,3.199997,112,114.52,111.99,555663,20231114,113.45,1,0,,,
ATO,113.33,14-11-2023,14:36 EST,2.209999,113.1,114.3,112.755,483589,20231114,113.33,1,0,,,
BCC,113.27,14-11-2023,14:34 EST,8.299995,108.38,113.27,108.91,154338,20231114,113.27,1,0,,,
WHR,112.92,14-11-2023,14:36 EST,5.669998,111.27,115.95,110.75,690416,20231114,112.92,1,0,,,
TNET,112.79,14-11-2023,14:36 EST,2.9400024,112.31,113.67,111.43,105008,20231114,112.79,1,0,,,
PRK,112.395,14-11-2023,14:35 EST,6.9149933,108.94,113.04,107.755,25363,20231114,112.395,1,0,,,
UFPI,112.2175,14-11-2023,14:35 EST,9.7575,106.51,112.78,106.3,272167,20231114,112.2175,1,0,,,
GPN,112.1797,14-11-2023,14:36 EST,3.4797058,110.97,113.16,110.57,844281,20231114,112.1797,1,0,,,
KXSCF,112.16,14-11-2023,11:42 EST,3.3700027,107.33,112.16,107.33,105,20231114,112.16,1,0,,,
CHH,112.08,14-11-2023,14:34 EST,0.69000244,113.25,114.885,111.69,301762,20231114,112.08,1,0,,,
AKAM,112.025,14-11-2023,14:35 EST,1.0449982,112,112.4214,111.38,839038,20231114,112.025,1,0,,,
AEOXF,112,09-10-2023,10:12 EDT,0,112,112,112,1,20231114,112,1,0,,,
UI,111.89,14-11-2023,14:35 EST,5.75,108.63,112.6035,108.65,46133,20231114,111.89,1,0,,,
A,111.615,14-11-2023,14:36 EST,4.154999,109.55,112.01,109.49,1111435,20231114,111.615,1,0,,,
H,111.45,14-11-2023,14:36 EST,3.869995,109.86,112.16,109.66,615744,20231114,111.45,1,0,,,
NSRGF,111.25,14-11-2023,13:23 EST,2.9700012,109.99,111.654,109.99,2437,20231114,111.25,1,0,,,
NSP,111.165,14-11-2023,14:28 EST,3.345,109.42,111.325,109.145,116416,20231114,111.165,1,0,,,
SJM,111.15,14-11-2023,14:36 EST,2.9500046,109.34,111.47,108.69,795713,20231114,111.15,1,0,,,
ICE,111.105,14-11-2023,14:36 EST,2.4449997,109,111.635,108.94,1116408,20231114,111.105,1,0,,,
VCISF,111.101,13-11-2023,12:01 EST,0,111.101,111.101,111.101,90,20231114,111.101,1,0,,,
STLD,110.84,14-11-2023,14:36 EST,3.399994,108.87,111.19,108.26,701129,20231114,110.84,1,0,,,
FCFS,110.79,14-11-2023,14:35 EST,2.8499985,109.12,111.28,108.87,113388,20231114,110.79,1,0,,,
RGLD,110.635,14-11-2023,14:35 EST,4.7350006,107.76,111.06,107.76,209957,20231114,110.635,1,0,,,
AFG,110.63,14-11-2023,14:34 EST,2.6899948,108.44,110.65,108.2,191659,20231114,110.63,1,0,,,
TGT,110.43,14-11-2023,14:36 EST,4.2300034,108.25,112.31,108.08,4953079,20231114,110.43,1,0,,,
ARES,110.36,14-11-2023,14:36 EST,1.7799988,108.59,110.72,108.28,649496,20231114,110.36,1,0,,,
TXRH,110.035,14-11-2023,14:36 EST,2.7450027,107.4,110.79,107.24,598596,20231114,110.035,1,0,,,
GNRC,109.69,14-11-2023,14:36 EST,6.1500015,107.72,111.58,106.72,853152,20231114,109.69,1,0,,,
GATX,109.657,14-11-2023,14:20 EST,2.6465,109.85,110.5887,108.21,59043,20231114,109.657,1,0,,,
SSREF,109.6,13-11-2023,15:27 EST,0,109.715,109.6,109.6,224,20231114,109.6,1,0,,,
HURN,108.74,14-11-2023,14:28 EST,0.3600006,109.59,109.725,104.72,59453,20231114,108.74,1,0,,,
DDOG,108.46,14-11-2023,14:36 EST,4.209999,106.59,109.07,104.42,3929326,20231114,108.46,1,0,,,
IOSP,108.08,14-11-2023,14:33 EST,4.6500015,105.91,109.415,105.91,31565,20231114,108.08,1,0,,,
JBT,108.055,14-11-2023,14:36 EST,4.584999,106.43,108.15,106.21,49929,20231114,108.055,1,0,,,
SFFFF,107.9,18-09-2023,11:05 EDT,0,107.9,107.9,107.9,10,20231114,107.9,1,0,,,
ZBH,107.7,14-11-2023,14:36 EST,1.8799973,107.44,109.155,107.18,822740,20231114,107.7,1,0,,,
WRLD,107.62,14-11-2023,14:25 EST,3.8899994,107.2,107.99,107.2,7277,20231114,107.62,1,0,,,
COF,107.525,14-11-2023,14:36 EST,3.1549988,106.93,108.13,106.755,1651933,20231114,107.525,1,0,,,
ITT,107.095,14-11-2023,14:35 EST,4.005005,104.87,107.23,104.26,335541,20231114,107.095,1,0,,,
SDXOF,107.05,20-09-2023,14:59 EDT,0,107.05,107.05,107.05,65,20231114,107.05,1,0,,,
R,107.015,14-11-2023,14:35 EST,3.4049988,105,107.08,105.66,182011,20231114,107.015,1,0,,,
BBSI,106.99,14-11-2023,14:33 EST,2,106.53,107.9899,105.33,51509,20231114,106.99,1,0,,,
LDNXF,106.218,14-11-2023,11:46 EST,2.9589996,106.218,106.218,106.218,645,20231114,106.218,1,0,,,
BG,106.17,14-11-2023,14:36 EST,2.0899963,105.12,106.45,104.95,320692,20231114,106.17,1,0,,,
NKE,106.11,14-11-2023,14:36 EST,1.9100037,105.56,107.1,105.38,5379193,20231114,106.11,1,0,,,
ALLE,105.97,14-11-2023,14:36 EST,2.7399979,105.29,105.975,104.275,727990,20231114,105.97,1,0,,,
PLXS,105.8,14-11-2023,14:28 EST,4.1900024,104.06,105.9653,104.04,67451,20231114,105.8,1,0,,,
ELF,105.63,14-11-2023,14:36 EST,8.349998,101,107.53,100.08,1284105,20231114,105.63,1,0,,,
ENSG,105.58,14-11-2023,14:34 EST,2.8499985,104.09,106.99,104.09,174064,20231114,105.58,1,0,,,
SBUX,105.52,14-11-2023,14:36 EST,2.0099945,104.48,105.52,104.2403,4129569,20231114,105.52,1,0,,,
CNMD,105.32,14-11-2023,14:36 EST,4.1800003,104.5,105.98,103.505,171669,20231114,105.32,1,0,,,
LDOS,105.23,14-11-2023,14:36 EST,0.8199997,104.96,105.23,103.82,432111,20231114,105.23,1,0,,,
PNRG,104.99,13-11-2023,16:00 EST,0,104.99,104.99,104.99,108,20231114,104.99,1,0,,,
ESE,104.68,14-11-2023,14:29 EST,3.55,103.92,105,103.93,28599,20231114,104.68,1,0,,,
HLI,104.52,14-11-2023,14:32 EST,1.77,104.01,104.86,103.76,184906,20231114,104.52,1,0,,,
XOM,104.105,14-11-2023,14:36 EST,0.21500397,104.3,104.815,103.875,11264703,20231114,104.105,1,0,,,
SPXSF,104.075,13-11-2023,15:37 EST,0,104.075,104.075,104.075,9,20231114,104.075,1,0,,,
CR,103.81,14-11-2023,14:36 EST,1.9700012,103.23,104.48,102.69,41541,20231114,103.81,1,0,,,
BMXMF,103.6,14-11-2023,10:11 EST,6.8399963,102.49,103.6,102.49,108,20231114,103.6,1,0,,,
MCQEF,103.5,13-11-2023,15:43 EST,0,103.855,103.5,103.5,62001,20231114,103.5,1,0,,,
MHO,103.34,14-11-2023,14:36 EST,7.329994,100,104.3,100.06,279261,20231114,103.34,1,0,,,
RJF,103.325,14-11-2023,14:36 EST,2.7649994,102.06,104.19,101.905,539519,20231114,103.325,1,0,,,
BX,103.25,14-11-2023,14:36 EST,5.5199966,100.79,104.05,100.5,2776814,20231114,103.25,1,0,,,
RPM,103.137,14-11-2023,14:35 EST,5.626999,99.21,103.15,99.29,545690,20231114,103.137,1,0,,,
CAH,103.085,14-11-2023,14:36 EST,-1.8550034,104.34,104.6,102.03,1686657,20231114,103.085,1,0,,,
SIGI,102.77,14-11-2023,14:36 EST,0.8299942,103.03,103.03,100.51,154157,20231114,102.77,1,0,,,
INGR,102.73,14-11-2023,14:36 EST,0.4900055,102.93,103.2,102.525,86629,20231114,102.73,1,0,,,
MGRC,102.63,14-11-2023,14:35 EST,3.0099945,101.48,102.75,100.87,56731,20231114,102.63,1,0,,,
CIGI,102.58,14-11-2023,14:35 EST,5.7700043,99.76,103.47,99.22,88866,20231114,102.58,1,0,,,
KRYS,102.54,14-11-2023,14:36 EST,2.8600006,102.47,105.195,102.09,178763,20231114,102.54,1,0,,,
RCL,102.43,14-11-2023,14:36 EST,4.6200027,100.76,103.13,100.5,2157761,20231114,102.43,1,0,,,
CINF,102.4,14-11-2023,14:36 EST,3.2200012,100.17,102.465,99.86,262776,20231114,102.4,1,0,,,
HELE,102.23,14-11-2023,14:36 EST,4.920006,100.2,105.28,100.2,161678,20231114,102.23,1,0,,,
SYNA,102.16,14-11-2023,14:36 EST,6.7100067,99.85,102.875,98.52,266188,20231114,102.16,1,0,,,
MRK,102.09,14-11-2023,14:36 EST,-0.38000488,102.66,103.22,101.9,3344665,20231114,102.09,1,0,,,
CDNAF,101.825,13-11-2023,15:29 EST,0,101.72,101.825,101.825,213,20231114,101.825,1,0,,,
HOCPF,101.5,08-11-2023,12:04 EST,0,101.5,101.5,101.5,25,20231114,101.5,1,0,,,
XYL,101.405,14-11-2023,14:36 EST,2.8949966,100.15,101.5,99.98,861644,20231114,101.405,1,0,,,
BAMXF,101.19,14-11-2023,09:30 EST,2.4500046,101.19,98.74,98.74,139,20231114,101.19,1,0,,,
ALV,101.145,14-11-2023,14:36 EST,4.044998,99.16,101.3,99,589832,20231114,101.145,1,0,,,
GIB,101.1,14-11-2023,14:29 EST,0.790001,101.39,101.95,100.8794,107314,20231114,101.1,1,0,,,
NONOF,101,14-11-2023,13:24 EST,0.41000366,101.06,102.2,98.1599,3790,20231114,101,1,0,,,
DTE,100.91,14-11-2023,14:35 EST,3.25,99.41,101.45,99.305,488268,20231114,100.91,1,0,,,
MSM,100.79,14-11-2023,14:36 EST,3.1699982,98.53,100.97,98.98,151166,20231114,100.79,1,0,,,
SNEX,100.7,14-11-2023,14:34 EST,2.1299973,100.13,101.97,99.985,61469,20231114,100.7,1,0,,,
SYIEF,100.62,13-11-2023,14:14 EST,0,103.71,100.62,100.62,70,20231114,100.62,1,0,,,
CLPBF,100.49,10-11-2023,10:08 EST,0,100.05,100.49,100.49,40,20231114,100.49,1,0,,,
ENTG,100.435,14-11-2023,14:35 EST,6.4249954,97.41,100.57,97.175,972470,20231114,100.435,1,0,,,
SLAB,100.3,14-11-2023,14:35 EST,6.590004,97.75,100.97,97.275,127892,20231114,100.3,1,0,,,
DXCM,100.21,14-11-2023,14:36 EST,1.8600006,100,103.85,99.26,3577239,20231114,100.21,1,0,,,
CKHGF,99.76,03-11-2023,09:45 EDT,0,99.76,99.76,99.76,100,20231114,99.76,1,0,,,
CEIX,99.44,14-11-2023,14:33 EST,4.4500046,96.24,100.15,95.23,242000,20231114,99.44,1,0,,,
THO,99.06,14-11-2023,14:36 EST,6.1800003,96.63,99.16,96.515,229588,20231114,99.06,1,0,,,
DITTF,98.56,01-11-2023,13:00 EDT,0,98.56,98.56,98.56,3,20231114,98.56,1,0,,,
CHCO,98.49,14-11-2023,14:27 EST,3.5,97.44,99.585,97.44,37028,20231114,98.49,1,0,,,
EVGGF,98.368,14-11-2023,13:22 EST,2.3679962,99.0375,100.325,98.368,195,20231114,98.368,1,0,,,
NVEE,98.35,14-11-2023,14:34 EST,5.709999,94.05,98.35,94.05,75105,20231114,98.35,1,0,,,
CFR,98.31,14-11-2023,14:36 EST,4.5099945,96.79,99.9,96.79,220480,20231114,98.31,1,0,,,
WFRD,98.255,14-11-2023,14:36 EST,1.4549942,97.7,98.38,96.37,431755,20231114,98.255,1,0,,,
OSK,98.06,14-11-2023,14:36 EST,3.3099976,96.63,99.295,96.315,393173,20231114,98.06,1,0,,,
ETR,97.87,14-11-2023,14:36 EST,2.790001,96.8,98.42,96.685,1241049,20231114,97.87,1,0,,,
SNX,97.505,14-11-2023,14:36 EST,2.9349976,96.08,97.82,96.08,140429,20231114,97.505,1,0,,,
NCLTF,97.458,14-11-2023,11:46 EST,-1.5419998,98.17,101.122,96.97,706,20231114,97.458,1,0,,,
IDA,97.43,14-11-2023,14:36 EST,3,96.48,97.78,95.885,147902,20231114,97.43,1,0,,,
TROW,97.1,14-11-2023,14:36 EST,4.760002,94.48,97.55,94.47,1057757,20231114,97.1,1,0,,,
ABT,96.93,14-11-2023,14:36 EST,1.1399994,96.32,97.84,96.23,2974347,20231114,96.93,1,0,,,
MEQYF,96.899,02-10-2023,15:02 EDT,0,96.899,96.899,96.899,20,20231114,96.899,1,0,,,
HOCFF,96.89,24-10-2023,12:29 EDT,0,96.89,96.89,96.89,5,20231114,96.89,1,0,,,
ILMN,96.67,14-11-2023,14:36 EST,3.8799973,95.33,99.59,95.24,2474575,20231114,96.67,1,0,,,
GWRE,96.62,14-11-2023,14:36 EST,4.9900055,94.55,96.655,94.645,436196,20231114,96.62,1,0,,,
LYB,96.569,14-11-2023,14:36 EST,2.808998,93.17,96.875,94.945,839993,20231114,96.569,1,0,,,
LW,95.67,14-11-2023,14:36 EST,-0.45000458,96.49,96.71,95.04,683097,20231114,95.67,1,0,,,
ABLT,95.01,06-11-2023,12:27 EST,0,95.01,95.01,95.01,4,20231114,95.01,1,0,,,
NVSEF,95,14-11-2023,10:18 EST,3.25,95,95,95,160,20231114,95,1,0,,,
FOTB,94.99,30-10-2023,15:14 EDT,0,94.99,94.99,94.99,5,20231114,94.99,1,0,,,
CRAI,94.95,14-11-2023,14:35 EST,3.149994,93.75,95.8575,92.865,38212,20231114,94.95,1,0,,,
MMM,94.845,14-11-2023,14:36 EST,2.1549988,94,95.49,93.93,1883732,20231114,94.845,1,0,,,
MGPI,94.81,14-11-2023,14:31 EST,2.449997,94.66,95.2,93.77,60489,20231114,94.81,1,0,,,
PRU,94.68,14-11-2023,14:36 EST,3.1800003,92.57,94.73,92.625,783251,20231114,94.68,1,0,,,
NBR,94.655,14-11-2023,14:21 EST,2.495,93.59,96.176,93.3425,91981,20231114,94.655,1,0,,,
IPGP,94.55,14-11-2023,14:36 EST,3.25,93.68,95.14,93.68,121282,20231114,94.55,1,0,,,
QRVO,94.54,14-11-2023,14:36 EST,4.169998,92.65,95.27,92.39,768081,20231114,94.54,1,0,,,
JBSS,94.45,14-11-2023,14:32 EST,1.7399979,93.28,94.89,93.105,19787,20231114,94.45,1,0,,,
CZMWF,94.445,14-11-2023,13:29 EST,7.455002,92.3,94.445,92.3,168,20231114,94.445,1,0,,,
SEBYF,94.43,19-09-2023,09:30 EDT,0,94.43,94.43,94.43,9,20231114,94.43,1,0,,,
ATVI,94.42,12-10-2023,16:00 EDT,0,94.48,94.42,94.42,0,20231114,94.42,1,0,,,
ARKAF,94.4,05-10-2023,12:28 EDT,0,94.4,94.4,94.4,158,20231114,94.4,1,0,,,
MATX,94.085,14-11-2023,14:35 EST,3.3150024,91.11,94.22,91.985,104633,20231114,94.085,1,0,,,
IDCC,93.905,14-11-2023,14:35 EST,3.4049988,92.1,94.07,91.155,319447,20231114,93.905,1,0,,,
AMED,93.855,14-11-2023,14:35 EST,0.26500702,93.99,94.04,93.51,219614,20231114,93.855,1,0,,,
DASH,93.85,14-11-2023,14:36 EST,4.080002,91.54,94.055,90.9,3509426,20231114,93.85,1,0,,,
AEIS,93.65,14-11-2023,14:35 EST,6.040001,91.07,93.93,90.92,96587,20231114,93.65,1,0,,,
CPK,93.28,14-11-2023,14:36 EST,2.3199997,92.21,94.135,90.73,277599,20231114,93.28,1,0,,,
VUPPF,93.25,28-12-2022,10:25 EST,0,93.25,93.25,93.25,160,20231114,93.25,1,0,,,
WK,93.07,14-11-2023,14:35 EST,4.029999,91.92,93.8,90.59,134271,20231114,93.07,1,0,,,
DSRLF,93,13-11-2023,09:30 EST,0,93,93,93,1,20231114,93,1,0,,,
TW,92.98,14-11-2023,14:36 EST,0.19000244,93.57,93.93,92.54,275122,20231114,92.98,1,0,,,
TJX,92.715,14-11-2023,14:36 EST,1.574997,92.04,93.252,91.9237,3571141,20231114,92.715,1,0,,,
SWKS,92.63,14-11-2023,14:36 EST,3.7199936,91.25,93.23,90.38,1007818,20231114,92.63,1,0,,,
LGRVF,92.526,14-11-2023,10:57 EST,0.4260025,92.526,92.526,92.526,396,20231114,92.526,1,0,,,
LSDAF,92.5,27-09-2023,15:05 EDT,0,92.5,92.5,92.5,21,20231114,92.5,1,0,,,
MLAB,92.275,14-11-2023,14:27 EST,7.7249985,87.92,94.53,87.92,25976,20231114,92.275,1,0,,,
ENS,92.23,14-11-2023,14:35 EST,6.1500015,88.46,92.56,88.92,290175,20231114,92.23,1,0,,,
HLNE,92.18,14-11-2023,14:34 EST,2.4800034,91.99,92.83,91.5,102683,20231114,92.18,1,0,,,
UBLXF,91.99,24-10-2023,13:40 EDT,0,91.99,91.99,91.99,100,20231114,91.99,1,0,,,
WIX,91.96,14-11-2023,14:35 EST,4.8199997,90,92.6625,89.53,335802,20231114,91.96,1,0,,,
DVA,91.92,14-11-2023,14:36 EST,3.540001,89.91,92.5517,89.33,947381,20231114,91.92,1,0,,,
CHD,91.78,14-11-2023,14:36 EST,1.1224976,91.11,92.02,90.7497,842007,20231114,91.78,1,0,,,
CPA,91.45,14-11-2023,14:35 EST,3.949997,90.21,91.655,89.52,231872,20231114,91.45,1,0,,,
COIN,91.23,14-11-2023,14:36 EST,-1.409996,94.91,95.32,89.8,7755362,20231114,91.23,1,0,,,
HINKF,91.2,13-11-2023,10:30 EST,0,91.15,91.2,91.2,322,20231114,91.2,1,0,,,
PII,91.12,14-11-2023,14:36 EST,4.5699997,89.52,92.76,89.135,336945,20231114,91.12,1,0,,,
DIS,91.0612,14-11-2023,14:36 EST,1.6212006,90.03,91.5417,89.99,8788837,20231114,91.0612,1,0,,,
PCAR,90.81,14-11-2023,14:36 EST,3.119995,89.15,90.87,88.97,1007322,20231114,90.81,1,0,,,
PM,90.69,14-11-2023,14:36 EST,0.69000244,90.45,91.17,90.11,3112656,20231114,90.69,1,0,,,
GDDY,90.63,14-11-2023,14:36 EST,2.3899994,89.26,90.74,88.925,964772,20231114,90.63,1,0,,,
SWPRF,90.6,19-10-2023,11:50 EDT,0,90.6,90.6,90.6,500,20231114,90.6,1,0,,,
STRA,90.45,14-11-2023,14:35 EST,2.449997,89.7,90.4699,88.4,55460,20231114,90.45,1,0,,,
SNYNF,90.394,13-11-2023,10:06 EST,0,90.394,90.394,90.394,99,20231114,90.394,1,0,,,
LBLCF,90.22,14-11-2023,11:49 EST,3.2799988,90.22,90.22,90.22,100,20231114,90.22,1,0,,,
EXXRF,90.21,13-11-2023,09:30 EST,0,90.21,90.21,90.21,115,20231114,90.21,1,0,,,
TER,90.19,14-11-2023,14:36 EST,3.5699997,89.54,90.7405,89.15,899982,20231114,90.19,1,0,,,
TRNS,90.14,14-11-2023,14:17 EST,2.6800003,88.05,90.8,88.05,16387,20231114,90.14,1,0,,,
FELE,89.935,14-11-2023,14:31 EST,2.744995,89.14,90.42,89.14,69672,20231114,89.935,1,0,,,
AGYS,89.93,14-11-2023,14:34 EST,2.709999,89.26,90.5601,88.725,112458,20231114,89.93,1,0,,,
ED,89.9,14-11-2023,14:36 EST,2.340004,89.27,90.2,89.08,859769,20231114,89.9,1,0,,,
ENPH,89.87,14-11-2023,14:36 EST,11.32,83,91.6,83.08,6880775,20231114,89.87,1,0,,,
ASGN,89.8699,14-11-2023,14:36 EST,4.6899033,87.06,89.91,87.195,155849,20231114,89.8699,1,0,,,
MASI,89.79,14-11-2023,14:36 EST,1.5400009,89.6,92.32,89.27,572471,20231114,89.79,1,0,,,
OXM,89.505,14-11-2023,14:36 EST,4.8449936,87.51,90.49,87.31,68220,20231114,89.505,1,0,,,
SWK,89.4157,14-11-2023,14:36 EST,5.3257065,86.8,90.38,86.69,1315420,20231114,89.4157,1,0,,,
EMR,89.405,14-11-2023,14:36 EST,2.8050003,87.69,89.43,87.51,1935915,20231114,89.405,1,0,,,
HOV,89.37,14-11-2023,14:34 EST,7.470001,84.36,91.43,83.95,60351,20231114,89.37,1,0,,,
LYV,89.35,14-11-2023,14:36 EST,1.7099991,89,90.09,88.755,1101347,20231114,89.35,1,0,,,
ITGR,89.27,14-11-2023,14:36 EST,3.149994,88.07,89.59,88.34,94229,20231114,89.27,1,0,,,
DUK,89.13,14-11-2023,14:36 EST,2.1100006,88.63,89.77,88.5,2791343,20231114,89.13,1,0,,,
